"","count","condition","gene1","gene","strain","background","knockout"
"2820",2806546.4173478,"deop","gene 10A","10A","11-44","10deop","wt"
"2821",3041910.65096544,"deop","gene 10A","10A","11-44","10deop","wt"
"2822",3551883.16039376,"deop","gene 10A","10A","11-44","10deop","wt"
"2823",1203631.03652012,"deop-10","gene 10A","10A","11-44-phi10","10deop","phi10"
"2824",1692764.01682265,"deop-10","gene 10A","10A","11-44-phi10","10deop","phi10"
"2825",1100286.0080127,"deop-10","gene 10A","10A","11-44-phi10","10deop","phi10"
"2826",1335829.52166053,"deop-10","gene 10A","10A","11-44-phi10","10deop","phi10"
"2827",1273284.47960249,"deop-10","gene 10A","10A","11-44-phi10","10deop","phi10"
"2828",1067858.4150126,"deop-10","gene 10A","10A","11-44-phi10","10deop","phi10"
"2829",1986230.8686964,"deop-9","gene 10A","10A","11-44-phi9v2","10deop","phi9"
"2830",1630101.23041771,"deop-9","gene 10A","10A","11-44-phi9v2","10deop","phi9"
"2831",2050332.19086517,"deop-9","gene 10A","10A","11-44-phi9v2","10deop","phi9"
"2832",1668488.11227482,"deop-9","gene 10A","10A","11-44-phi9v2","10deop","phi9"
"2833",2929607.69569725,"deop-9","gene 10A","10A","11-44-phi9v2","10deop","phi9"
"2834",2946491.18004583,"deop-9","gene 10A","10A","11-44-phi9v2","10deop","phi9"
"2835",696848.418937766,"8st-9","gene 10A","10A","8st-9","8st","phi9"
"2836",946863.605303888,"8st-9","gene 10A","10A","8st-9","8st","phi9"
"2837",1211194.85023985,"8st-9","gene 10A","10A","8st-9","8st","phi9"
"2838",1161339.34698092,"8st-9","gene 10A","10A","8st-9","8st","phi9"
"2839",1164553.94933897,"8st-9","gene 10A","10A","8st-9","8st","phi9"
"2840",898464.499575389,"8st-9","gene 10A","10A","8st-9","8st","phi9"
"2841",1080096.35484968,"8st-9","gene 10A","10A","8st-9","8st","phi9"
"2842",268333.639533442,"8st-910","gene 10A","10A","8st-910","8st","phi910"
"2843",298805.024790661,"8st-910","gene 10A","10A","8st-910","8st","phi910"
"2844",326621.275614391,"8st-910","gene 10A","10A","8st-910","8st","phi910"
"2845",356303.174975005,"8st-910","gene 10A","10A","8st-910","8st","phi910"
"2846",389497.763012332,"8st-910","gene 10A","10A","8st-910","8st","phi910"
"2847",260131.238073472,"8st-910","gene 10A","10A","8st-910","8st","phi910"
"2848",257914.479605788,"8st-910","gene 10A","10A","8st-910","8st","phi910"
"2849",806957.270466625,"8st-910evo","gene 10A","10A","8st-910evo","8st","phi910"
"2850",687034.612958165,"8st-910evo","gene 10A","10A","8st-910evo","8st","phi910"
"2851",632989.512242332,"8st-910evo","gene 10A","10A","8st-910evo","8st","phi910"
"2852",730443.164788435,"910L2evo","gene 10A","10A","910L2evo","wt","phi910"
"2853",653925.805423328,"910L2evo","gene 10A","10A","910L2evo","wt","phi910"
"2854",544071.223232137,"910L2evo","gene 10A","10A","910L2evo","wt","phi910"
"2855",1325270.79755851,"wt-10","gene 10A","10A","phi10","wt","phi10"
"2856",1326559.42023162,"wt-10","gene 10A","10A","phi10","wt","phi10"
"2857",2560788.30370045,"wt-10","gene 10A","10A","phi10","wt","phi10"
"2858",1722774.55793538,"wt-10","gene 10A","10A","phi10","wt","phi10"
"2859",1933261.65899724,"wt-10","gene 10A","10A","phi10","wt","phi10"
"2860",1349512.094315,"wt-10","gene 10A","10A","phi10","wt","phi10"
"2861",282969.744830512,"wt-910","gene 10A","10A","phi910v2","wt","phi910"
"2862",226102.129804282,"wt-910","gene 10A","10A","phi910v2","wt","phi910"
"2863",494536.541725297,"wt-910","gene 10A","10A","phi910v2","wt","phi910"
"2864",369780.295419124,"wt-910","gene 10A","10A","phi910v2","wt","phi910"
"2865",453809.142802306,"wt-910","gene 10A","10A","phi910v2","wt","phi910"
"2866",378773.368347359,"wt-910","gene 10A","10A","phi910v2","wt","phi910"
"2867",1379431.51944334,"wt-9","gene 10A","10A","phi9v2","wt","phi9"
"2868",1264179.70182162,"wt-9","gene 10A","10A","phi9v2","wt","phi9"
"2869",3243112.39024812,"wt-9","gene 10A","10A","phi9v2","wt","phi9"
"2870",1628033.4324646,"wt-9","gene 10A","10A","phi9v2","wt","phi9"
"2871",2031150.36160484,"wt-9","gene 10A","10A","phi9v2","wt","phi9"
"2872",1521371.24908909,"wt-9","gene 10A","10A","phi9v2","wt","phi9"
"2873",2301109.03409131,"wt","gene 10A","10A","wt","wt","wt"
"2874",2395867.74772471,"wt","gene 10A","10A","wt","wt","wt"
"2875",4660464.67957037,"wt","gene 10A","10A","wt","wt","wt"
"2876",3255925.24249813,"wt","gene 10A","10A","wt","wt","wt"
"2877",4354898.80525326,"wt","gene 10A","10A","wt","wt","wt"
"2878",4091909.46263358,"wt","gene 10A","10A","wt","wt","wt"
"2879",3098333.06136966,"wt","gene 10A","10A","wt","wt","wt"
"2880",3034990.87997843,"wt","gene 10A","10A","wt","wt","wt"
"2881",93984.6910017958,"deop","gene 11","11","11-44","10deop","wt"
"2882",108410.604918141,"deop","gene 11","11","11-44","10deop","wt"
"2883",166648.463890601,"deop","gene 11","11","11-44","10deop","wt"
"2884",152797.861474533,"deop","gene 11","11","11-44","10deop","wt"
"2885",149278.564748339,"deop","gene 11","11","11-44","10deop","wt"
"2886",177406.985116068,"deop","gene 11","11","11-44","10deop","wt"
"2887",71237.7191038234,"deop-10","gene 11","11","11-44-phi10","10deop","phi10"
"2888",81508.0464601735,"deop-10","gene 11","11","11-44-phi10","10deop","phi10"
"2889",63338.8405220101,"deop-10","gene 11","11","11-44-phi10","10deop","phi10"
"2890",63390.8659115559,"deop-10","gene 11","11","11-44-phi10","10deop","phi10"
"2891",66757.8400635117,"deop-10","gene 11","11","11-44-phi10","10deop","phi10"
"2892",67344.9930618908,"deop-10","gene 11","11","11-44-phi10","10deop","phi10"
"2893",104588.873772312,"deop-9","gene 11","11","11-44-phi9v2","10deop","phi9"
"2894",84446.7354330418,"deop-9","gene 11","11","11-44-phi9v2","10deop","phi9"
"2895",148995.30647327,"deop-9","gene 11","11","11-44-phi9v2","10deop","phi9"
"2896",96734.9860212704,"deop-9","gene 11","11","11-44-phi9v2","10deop","phi9"
"2897",119005.583273967,"deop-9","gene 11","11","11-44-phi9v2","10deop","phi9"
"2898",139439.084054211,"deop-9","gene 11","11","11-44-phi9v2","10deop","phi9"
"2899",39234.2641395913,"8st-9","gene 11","11","8st-9","8st","phi9"
"2900",50004.000469856,"8st-9","gene 11","11","8st-9","8st","phi9"
"2901",76994.563821704,"8st-9","gene 11","11","8st-9","8st","phi9"
"2902",77088.0770891643,"8st-9","gene 11","11","8st-9","8st","phi9"
"2903",90226.8032864045,"8st-9","gene 11","11","8st-9","8st","phi9"
"2904",100131.832780054,"8st-9","gene 11","11","8st-9","8st","phi9"
"2905",59939.6739805662,"8st-9","gene 11","11","8st-9","8st","phi9"
"2906",22992.0781273884,"8st-910","gene 11","11","8st-910","8st","phi910"
"2907",19693.496619087,"8st-910","gene 11","11","8st-910","8st","phi910"
"2908",27621.4205420639,"8st-910","gene 11","11","8st-910","8st","phi910"
"2909",37087.1460168766,"8st-910","gene 11","11","8st-910","8st","phi910"
"2910",47449.6086588479,"8st-910","gene 11","11","8st-910","8st","phi910"
"2911",26336.8002007841,"8st-910","gene 11","11","8st-910","8st","phi910"
"2912",15889.4065404368,"8st-910","gene 11","11","8st-910","8st","phi910"
"2913",58772.7162681073,"8st-910evo","gene 11","11","8st-910evo","8st","phi910"
"2914",47456.906123794,"8st-910evo","gene 11","11","8st-910evo","8st","phi910"
"2915",56108.31340289,"8st-910evo","gene 11","11","8st-910evo","8st","phi910"
"2916",52585.5265182009,"910L2evo","gene 11","11","910L2evo","wt","phi910"
"2917",40588.9479208632,"910L2evo","gene 11","11","910L2evo","wt","phi910"
"2918",35886.6246418759,"910L2evo","gene 11","11","910L2evo","wt","phi910"
"2919",73411.5663117449,"wt-10","gene 11","11","phi10","wt","phi10"
"2920",72495.0144759732,"wt-10","gene 11","11","phi10","wt","phi10"
"2921",127758.953296111,"wt-10","gene 11","11","phi10","wt","phi10"
"2922",119605.626116439,"wt-10","gene 11","11","phi10","wt","phi10"
"2923",193202.822904445,"wt-10","gene 11","11","phi10","wt","phi10"
"2924",99849.1983688709,"wt-10","gene 11","11","phi10","wt","phi10"
"2925",26285.7745288963,"wt-910","gene 11","11","phi910v2","wt","phi910"
"2926",19353.3716150674,"wt-910","gene 11","11","phi910v2","wt","phi910"
"2927",38623.5078615451,"wt-910","gene 11","11","phi910v2","wt","phi910"
"2928",33778.762441478,"wt-910","gene 11","11","phi910v2","wt","phi910"
"2929",53397.0988532449,"wt-910","gene 11","11","phi910v2","wt","phi910"
"2930",36511.2350071685,"wt-910","gene 11","11","phi910v2","wt","phi910"
"2931",88542.9505379293,"wt-9","gene 11","11","phi9v2","wt","phi9"
"2932",72262.7604120798,"wt-9","gene 11","11","phi9v2","wt","phi9"
"2933",170377.060021487,"wt-9","gene 11","11","phi9v2","wt","phi9"
"2934",107618.213455378,"wt-9","gene 11","11","phi9v2","wt","phi9"
"2935",220418.357193627,"wt-9","gene 11","11","phi9v2","wt","phi9"
"2936",136916.404762882,"wt-9","gene 11","11","phi9v2","wt","phi9"
"2937",133474.312045066,"wt","gene 11","11","wt","wt","wt"
"2938",107594.737778518,"wt","gene 11","11","wt","wt","wt"
"2939",189923.420390151,"wt","gene 11","11","wt","wt","wt"
"2940",192463.497509428,"wt","gene 11","11","wt","wt","wt"
"2941",247269.145546782,"wt","gene 11","11","wt","wt","wt"
"2942",273243.277388638,"wt","gene 11","11","wt","wt","wt"
"2943",197110.242134258,"wt","gene 11","11","wt","wt","wt"
"2944",158793.090615696,"wt","gene 11","11","wt","wt","wt"
"2945",413561.210873809,"deop","gene 12","12","11-44","10deop","wt"
"2946",460321.810311903,"deop","gene 12","12","11-44","10deop","wt"
"2947",818518.664046946,"deop","gene 12","12","11-44","10deop","wt"
"2948",700409.541285391,"deop","gene 12","12","11-44","10deop","wt"
"2949",630623.331946773,"deop","gene 12","12","11-44","10deop","wt"
"2950",645971.504049462,"deop","gene 12","12","11-44","10deop","wt"
"2951",320685.674972315,"deop-10","gene 12","12","11-44-phi10","10deop","phi10"
"2952",378422.174073971,"deop-10","gene 12","12","11-44-phi10","10deop","phi10"
"2953",321110.664628582,"deop-10","gene 12","12","11-44-phi10","10deop","phi10"
"2954",277309.495904495,"deop-10","gene 12","12","11-44-phi10","10deop","phi10"
"2955",281564.855533397,"deop-10","gene 12","12","11-44-phi10","10deop","phi10"
"2956",274993.736054033,"deop-10","gene 12","12","11-44-phi10","10deop","phi10"
"2957",448023.920301301,"deop-9","gene 12","12","11-44-phi9v2","10deop","phi9"
"2958",395213.927158103,"deop-9","gene 12","12","11-44-phi9v2","10deop","phi9"
"2959",733750.14978882,"deop-9","gene 12","12","11-44-phi9v2","10deop","phi9"
"2960",427317.153840917,"deop-9","gene 12","12","11-44-phi9v2","10deop","phi9"
"2961",419160.616331105,"deop-9","gene 12","12","11-44-phi9v2","10deop","phi9"
"2962",552676.495005811,"deop-9","gene 12","12","11-44-phi9v2","10deop","phi9"
"2963",122266.428533619,"8st-9","gene 12","12","8st-9","8st","phi9"
"2964",162744.027132671,"8st-9","gene 12","12","8st-9","8st","phi9"
"2965",276167.732417797,"8st-9","gene 12","12","8st-9","8st","phi9"
"2966",249266.680183975,"8st-9","gene 12","12","8st-9","8st","phi9"
"2967",280200.969614872,"8st-9","gene 12","12","8st-9","8st","phi9"
"2968",253938.025434985,"8st-9","gene 12","12","8st-9","8st","phi9"
"2969",177511.682698375,"8st-9","gene 12","12","8st-9","8st","phi9"
"2970",74512.6498904296,"8st-910","gene 12","12","8st-910","8st","phi910"
"2971",74528.5043054818,"8st-910","gene 12","12","8st-910","8st","phi910"
"2972",112328.761608607,"8st-910","gene 12","12","8st-910","8st","phi910"
"2973",118097.821797094,"8st-910","gene 12","12","8st-910","8st","phi910"
"2974",122432.263831934,"8st-910","gene 12","12","8st-910","8st","phi910"
"2975",79059.9134959264,"8st-910","gene 12","12","8st-910","8st","phi910"
"2976",60699.4592378104,"8st-910","gene 12","12","8st-910","8st","phi910"
"2977",185129.270435334,"8st-910evo","gene 12","12","8st-910evo","8st","phi910"
"2978",154503.966185509,"8st-910evo","gene 12","12","8st-910evo","8st","phi910"
"2979",156681.854128192,"8st-910evo","gene 12","12","8st-910evo","8st","phi910"
"2980",174870.114916456,"910L2evo","gene 12","12","910L2evo","wt","phi910"
"2981",157284.096035098,"910L2evo","gene 12","12","910L2evo","wt","phi910"
"2982",138250.676003247,"910L2evo","gene 12","12","910L2evo","wt","phi910"
"2983",245085.758529329,"wt-10","gene 12","12","phi10","wt","phi10"
"2984",251054.468271695,"wt-10","gene 12","12","phi10","wt","phi10"
"2985",406596.144032669,"wt-10","gene 12","12","phi10","wt","phi10"
"2986",426282.81327039,"wt-10","gene 12","12","phi10","wt","phi10"
"2987",448530.978677558,"wt-10","gene 12","12","phi10","wt","phi10"
"2988",299027.501474267,"wt-10","gene 12","12","phi10","wt","phi10"
"2989",100186.766568758,"wt-910","gene 12","12","phi910v2","wt","phi910"
"2990",95026.4486814856,"wt-910","gene 12","12","phi910v2","wt","phi910"
"2991",164330.999029269,"wt-910","gene 12","12","phi910v2","wt","phi910"
"2992",148588.039197608,"wt-910","gene 12","12","phi910v2","wt","phi910"
"2993",199156.498314658,"wt-910","gene 12","12","phi910v2","wt","phi910"
"2994",125101.841890597,"wt-910","gene 12","12","phi910v2","wt","phi910"
"2995",268850.735736715,"wt-9","gene 12","12","phi9v2","wt","phi9"
"2996",264024.481507444,"wt-9","gene 12","12","phi9v2","wt","phi9"
"2997",501811.423393391,"wt-9","gene 12","12","phi9v2","wt","phi9"
"2998",363333.428878192,"wt-9","gene 12","12","phi9v2","wt","phi9"
"2999",500640.355421048,"wt-9","gene 12","12","phi9v2","wt","phi9"
"3000",354201.400477265,"wt-9","gene 12","12","phi9v2","wt","phi9"
"3001",386078.258172331,"wt","gene 12","12","wt","wt","wt"
"3002",331679.633197334,"wt","gene 12","12","wt","wt","wt"
"3003",589279.699865505,"wt","gene 12","12","wt","wt","wt"
"3004",422239.113090344,"wt","gene 12","12","wt","wt","wt"
"3005",647711.999243338,"wt","gene 12","12","wt","wt","wt"
"3006",676048.174090105,"wt","gene 12","12","wt","wt","wt"
"3007",699004.738584238,"wt","gene 12","12","wt","wt","wt"
"3008",602986.208914092,"wt","gene 12","12","wt","wt","wt"
"3009",95282.9576507291,"deop","gene 13","13","11-44","10deop","wt"
"3010",92097.759630309,"deop","gene 13","13","11-44","10deop","wt"
"3011",183073.365160985,"deop","gene 13","13","11-44","10deop","wt"
"3012",170091.624416216,"deop","gene 13","13","11-44","10deop","wt"
"3013",143297.161965595,"deop","gene 13","13","11-44","10deop","wt"
"3014",140511.133950303,"deop","gene 13","13","11-44","10deop","wt"
"3015",133374.941364466,"deop-10","gene 13","13","11-44-phi10","10deop","phi10"
"3016",143768.252210294,"deop-10","gene 13","13","11-44-phi10","10deop","phi10"
"3017",107810.011671746,"deop-10","gene 13","13","11-44-phi10","10deop","phi10"
"3018",127828.954241532,"deop-10","gene 13","13","11-44-phi10","10deop","phi10"
"3019",101252.920117789,"deop-10","gene 13","13","11-44-phi10","10deop","phi10"
"3020",91412.2509284637,"deop-10","gene 13","13","11-44-phi10","10deop","phi10"
"3021",113418.130142667,"deop-9","gene 13","13","11-44-phi9v2","10deop","phi9"
"3022",87131.0811068655,"deop-9","gene 13","13","11-44-phi9v2","10deop","phi9"
"3023",173988.774271382,"deop-9","gene 13","13","11-44-phi9v2","10deop","phi9"
"3024",110595.210385511,"deop-9","gene 13","13","11-44-phi9v2","10deop","phi9"
"3025",164958.796180008,"deop-9","gene 13","13","11-44-phi9v2","10deop","phi9"
"3026",153695.279939994,"deop-9","gene 13","13","11-44-phi9v2","10deop","phi9"
"3027",38840.4930332029,"8st-9","gene 13","13","8st-9","8st","phi9"
"3028",44989.1810754578,"8st-9","gene 13","13","8st-9","8st","phi9"
"3029",63591.0106734716,"8st-9","gene 13","13","8st-9","8st","phi9"
"3030",65583.3624633356,"8st-9","gene 13","13","8st-9","8st","phi9"
"3031",68605.0072211841,"8st-9","gene 13","13","8st-9","8st","phi9"
"3032",53245.6184713649,"8st-9","gene 13","13","8st-9","8st","phi9"
"3033",50987.2674022341,"8st-9","gene 13","13","8st-9","8st","phi9"
"3034",44916.8094839857,"8st-910","gene 13","13","8st-910","8st","phi910"
"3035",43893.2885267559,"8st-910","gene 13","13","8st-910","8st","phi910"
"3036",60834.6374826522,"8st-910","gene 13","13","8st-910","8st","phi910"
"3037",63830.1095263786,"8st-910","gene 13","13","8st-910","8st","phi910"
"3038",63044.6743044185,"8st-910","gene 13","13","8st-910","8st","phi910"
"3039",41725.8338553169,"8st-910","gene 13","13","8st-910","8st","phi910"
"3040",47073.6941942046,"8st-910","gene 13","13","8st-910","8st","phi910"
"3041",105859.384306309,"8st-910evo","gene 13","13","8st-910evo","8st","phi910"
"3042",83632.0460047577,"8st-910evo","gene 13","13","8st-910evo","8st","phi910"
"3043",95881.9987680495,"8st-910evo","gene 13","13","8st-910evo","8st","phi910"
"3044",128925.869450826,"910L2evo","gene 13","13","910L2evo","wt","phi910"
"3045",118313.092611357,"910L2evo","gene 13","13","910L2evo","wt","phi910"
"3046",114126.659630392,"910L2evo","gene 13","13","910L2evo","wt","phi910"
"3047",60227.177983624,"wt-10","gene 13","13","phi10","wt","phi10"
"3048",60578.4225166098,"wt-10","gene 13","13","phi10","wt","phi10"
"3049",102652.562262798,"wt-10","gene 13","13","phi10","wt","phi10"
"3050",96898.8208988973,"wt-10","gene 13","13","phi10","wt","phi10"
"3051",124200.535293137,"wt-10","gene 13","13","phi10","wt","phi10"
"3052",83290.1114970579,"wt-10","gene 13","13","phi10","wt","phi10"
"3053",47474.4289171125,"wt-910","gene 13","13","phi910v2","wt","phi910"
"3054",42119.178376415,"wt-910","gene 13","13","phi910v2","wt","phi910"
"3055",74847.3059766284,"wt-910","gene 13","13","phi910v2","wt","phi910"
"3056",51111.0747291768,"wt-910","gene 13","13","phi910v2","wt","phi910"
"3057",60152.5028693296,"wt-910","gene 13","13","phi910v2","wt","phi910"
"3058",49865.8607989927,"wt-910","gene 13","13","phi910v2","wt","phi910"
"3059",64213.5642292476,"wt-9","gene 13","13","phi9v2","wt","phi9"
"3060",57840.7540521309,"wt-9","gene 13","13","phi9v2","wt","phi9"
"3061",126805.098519656,"wt-9","gene 13","13","phi9v2","wt","phi9"
"3062",87572.2828176448,"wt-9","gene 13","13","phi9v2","wt","phi9"
"3063",120292.339129594,"wt-9","gene 13","13","phi9v2","wt","phi9"
"3064",71124.0644059909,"wt-9","gene 13","13","phi9v2","wt","phi9"
"3065",70770.9272342078,"wt","gene 13","13","wt","wt","wt"
"3066",62202.5368342761,"wt","gene 13","13","wt","wt","wt"
"3067",127909.233072901,"wt","gene 13","13","wt","wt","wt"
"3068",116113.980177535,"wt","gene 13","13","wt","wt","wt"
"3069",133264.720364751,"wt","gene 13","13","wt","wt","wt"
"3070",114481.695260305,"wt","gene 13","13","wt","wt","wt"
"3071",94203.8670394029,"wt","gene 13","13","wt","wt","wt"
"3072",112523.654419105,"wt","gene 13","13","wt","wt","wt"
"3073",237360.192209772,"deop","gene 14","14","11-44","10deop","wt"
"3074",275888.975282912,"deop","gene 14","14","11-44","10deop","wt"
"3075",524362.321530862,"deop","gene 14","14","11-44","10deop","wt"
"3076",412334.309577306,"deop","gene 14","14","11-44","10deop","wt"
"3077",323273.024690008,"deop","gene 14","14","11-44","10deop","wt"
"3078",343612.736341362,"deop","gene 14","14","11-44","10deop","wt"
"3079",335855.337554431,"deop-10","gene 14","14","11-44-phi10","10deop","phi10"
"3080",439181.719105852,"deop-10","gene 14","14","11-44-phi10","10deop","phi10"
"3081",309866.904806452,"deop-10","gene 14","14","11-44-phi10","10deop","phi10"
"3082",297601.692708051,"deop-10","gene 14","14","11-44-phi10","10deop","phi10"
"3083",231485.133707309,"deop-10","gene 14","14","11-44-phi10","10deop","phi10"
"3084",223719.003922228,"deop-10","gene 14","14","11-44-phi10","10deop","phi10"
"3085",278828.59233314,"deop-9","gene 14","14","11-44-phi9v2","10deop","phi9"
"3086",282318.902247245,"deop-9","gene 14","14","11-44-phi9v2","10deop","phi9"
"3087",549812.231412134,"deop-9","gene 14","14","11-44-phi9v2","10deop","phi9"
"3088",299494.12173706,"deop-9","gene 14","14","11-44-phi9v2","10deop","phi9"
"3089",315585.838815764,"deop-9","gene 14","14","11-44-phi9v2","10deop","phi9"
"3090",364678.373970471,"deop-9","gene 14","14","11-44-phi9v2","10deop","phi9"
"3091",93573.8132880719,"8st-9","gene 14","14","8st-9","8st","phi9"
"3092",123859.945414967,"8st-9","gene 14","14","8st-9","8st","phi9"
"3093",191252.174708783,"8st-9","gene 14","14","8st-9","8st","phi9"
"3094",170551.876981345,"8st-9","gene 14","14","8st-9","8st","phi9"
"3095",180226.493298535,"8st-9","gene 14","14","8st-9","8st","phi9"
"3096",143935.326467236,"8st-9","gene 14","14","8st-9","8st","phi9"
"3097",126785.042518184,"8st-9","gene 14","14","8st-9","8st","phi9"
"3098",110193.637757738,"8st-910","gene 14","14","8st-910","8st","phi910"
"3099",130966.372223115,"8st-910","gene 14","14","8st-910","8st","phi910"
"3100",169536.150793125,"8st-910","gene 14","14","8st-910","8st","phi910"
"3101",160215.085955418,"8st-910","gene 14","14","8st-910","8st","phi910"
"3102",166055.976377523,"8st-910","gene 14","14","8st-910","8st","phi910"
"3103",107279.783372651,"8st-910","gene 14","14","8st-910","8st","phi910"
"3104",108360.965963274,"8st-910","gene 14","14","8st-910","8st","phi910"
"3105",271241.048553731,"8st-910evo","gene 14","14","8st-910evo","8st","phi910"
"3106",232952.745111799,"8st-910evo","gene 14","14","8st-910evo","8st","phi910"
"3107",218113.084658437,"8st-910evo","gene 14","14","8st-910evo","8st","phi910"
"3108",324525.569068267,"910L2evo","gene 14","14","910L2evo","wt","phi910"
"3109",325439.517755147,"910L2evo","gene 14","14","910L2evo","wt","phi910"
"3110",268883.729188096,"910L2evo","gene 14","14","910L2evo","wt","phi910"
"3111",156535.146877507,"wt-10","gene 14","14","phi10","wt","phi10"
"3112",176426.524117704,"wt-10","gene 14","14","phi10","wt","phi10"
"3113",316476.82568093,"wt-10","gene 14","14","phi10","wt","phi10"
"3114",241530.113768725,"wt-10","gene 14","14","phi10","wt","phi10"
"3115",282631.555090882,"wt-10","gene 14","14","phi10","wt","phi10"
"3116",201618.543177419,"wt-10","gene 14","14","phi10","wt","phi10"
"3117",122433.979637108,"wt-910","gene 14","14","phi910v2","wt","phi910"
"3118",114303.8214476,"wt-910","gene 14","14","phi910v2","wt","phi910"
"3119",216605.595729311,"wt-910","gene 14","14","phi910v2","wt","phi910"
"3120",143947.607106936,"wt-910","gene 14","14","phi910v2","wt","phi910"
"3121",168800.994179163,"wt-910","gene 14","14","phi910v2","wt","phi910"
"3122",135299.115360864,"wt-910","gene 14","14","phi910v2","wt","phi910"
"3123",165676.375699917,"wt-9","gene 14","14","phi9v2","wt","phi9"
"3124",169040.446045477,"wt-9","gene 14","14","phi9v2","wt","phi9"
"3125",407822.749914521,"wt-9","gene 14","14","phi9v2","wt","phi9"
"3126",225402.96952163,"wt-9","gene 14","14","phi9v2","wt","phi9"
"3127",300657.303435564,"wt-9","gene 14","14","phi9v2","wt","phi9"
"3128",177649.496976347,"wt-9","gene 14","14","phi9v2","wt","phi9"
"3129",189717.255286508,"wt","gene 14","14","wt","wt","wt"
"3130",180369.945032715,"wt","gene 14","14","wt","wt","wt"
"3131",389253.537996089,"wt","gene 14","14","wt","wt","wt"
"3132",259492.344801531,"wt","gene 14","14","wt","wt","wt"
"3133",287018.650343982,"wt","gene 14","14","wt","wt","wt"
"3134",305327.230185549,"wt","gene 14","14","wt","wt","wt"
"3135",271814.216064724,"wt","gene 14","14","wt","wt","wt"
"3136",287767.086127899,"wt","gene 14","14","wt","wt","wt"
"3137",692524.855652896,"deop","gene 15","15","11-44","10deop","wt"
"3138",811038.818009204,"deop","gene 15","15","11-44","10deop","wt"
"3139",1546026.43972859,"deop","gene 15","15","11-44","10deop","wt"
"3140",1219567.16645142,"deop","gene 15","15","11-44","10deop","wt"
"3141",1016983.9501446,"deop","gene 15","15","11-44","10deop","wt"
"3142",1025241.20260318,"deop","gene 15","15","11-44","10deop","wt"
"3143",988408.072312434,"deop-10","gene 15","15","11-44-phi10","10deop","phi10"
"3144",1204056.94364858,"deop-10","gene 15","15","11-44-phi10","10deop","phi10"
"3145",866461.382624192,"deop-10","gene 15","15","11-44-phi10","10deop","phi10"
"3146",837278.581464498,"deop-10","gene 15","15","11-44-phi10","10deop","phi10"
"3147",688412.080580233,"deop-10","gene 15","15","11-44-phi10","10deop","phi10"
"3148",651257.661877641,"deop-10","gene 15","15","11-44-phi10","10deop","phi10"
"3149",836653.384716911,"deop-9","gene 15","15","11-44-phi9v2","10deop","phi9"
"3150",771470.667994269,"deop-9","gene 15","15","11-44-phi9v2","10deop","phi9"
"3151",1628233.0217452,"deop-9","gene 15","15","11-44-phi9v2","10deop","phi9"
"3152",924712.766074361,"deop-9","gene 15","15","11-44-phi9v2","10deop","phi9"
"3153",940394.601867174,"deop-9","gene 15","15","11-44-phi9v2","10deop","phi9"
"3154",1088887.20897632,"deop-9","gene 15","15","11-44-phi9v2","10deop","phi9"
"3155",244188.670882277,"8st-9","gene 15","15","8st-9","8st","phi9"
"3156",331815.604304658,"8st-9","gene 15","15","8st-9","8st","phi9"
"3157",520059.56681049,"8st-9","gene 15","15","8st-9","8st","phi9"
"3158",501217.783455168,"8st-9","gene 15","15","8st-9","8st","phi9"
"3159",530809.395756244,"8st-9","gene 15","15","8st-9","8st","phi9"
"3160",399423.726782793,"8st-9","gene 15","15","8st-9","8st","phi9"
"3161",366001.333296064,"8st-9","gene 15","15","8st-9","8st","phi9"
"3162",290767.755882531,"8st-910","gene 15","15","8st-910","8st","phi910"
"3163",331192.994213771,"8st-910","gene 15","15","8st-910","8st","phi910"
"3164",447862.693014969,"8st-910","gene 15","15","8st-910","8st","phi910"
"3165",437663.064353683,"8st-910","gene 15","15","8st-910","8st","phi910"
"3166",458474.194348773,"8st-910","gene 15","15","8st-910","8st","phi910"
"3167",288564.384611954,"8st-910","gene 15","15","8st-910","8st","phi910"
"3168",289159.832610902,"8st-910","gene 15","15","8st-910","8st","phi910"
"3169",844328.619916561,"8st-910evo","gene 15","15","8st-910evo","8st","phi910"
"3170",708153.883608101,"8st-910evo","gene 15","15","8st-910evo","8st","phi910"
"3171",642566.352439299,"8st-910evo","gene 15","15","8st-910evo","8st","phi910"
"3172",1041736.93642068,"910L2evo","gene 15","15","910L2evo","wt","phi910"
"3173",1002438.60982562,"910L2evo","gene 15","15","910L2evo","wt","phi910"
"3174",851993.044573787,"910L2evo","gene 15","15","910L2evo","wt","phi910"
"3175",444287.206945336,"wt-10","gene 15","15","phi10","wt","phi10"
"3176",490413.797806134,"wt-10","gene 15","15","phi10","wt","phi10"
"3177",893148.021874756,"wt-10","gene 15","15","phi10","wt","phi10"
"3178",711738.378687599,"wt-10","gene 15","15","phi10","wt","phi10"
"3179",794858.392707192,"wt-10","gene 15","15","phi10","wt","phi10"
"3180",530326.280361923,"wt-10","gene 15","15","phi10","wt","phi10"
"3181",331321.597643808,"wt-910","gene 15","15","phi910v2","wt","phi910"
"3182",309716.137086266,"wt-910","gene 15","15","phi910v2","wt","phi910"
"3183",576339.348344069,"wt-910","gene 15","15","phi910v2","wt","phi910"
"3184",421452.028302312,"wt-910","gene 15","15","phi910v2","wt","phi910"
