"","count","condition","gene1","gene","strain","background","knockout"
"1",16799.4874504462,"deop","gene 0.3","0.3","11-44","10deop","wt"
"2",19039.5729238305,"deop","gene 0.3","0.3","11-44","10deop","wt"
"3",14437.8071816315,"deop","gene 0.3","0.3","11-44","10deop","wt"
"4",12565.6108036528,"deop","gene 0.3","0.3","11-44","10deop","wt"
"5",17083.6323692256,"deop","gene 0.3","0.3","11-44","10deop","wt"
"6",18101.0371323381,"deop","gene 0.3","0.3","11-44","10deop","wt"
"7",9778.33406386685,"deop-10","gene 0.3","0.3","11-44-phi10","10deop","phi10"
"8",10434.2436172339,"deop-10","gene 0.3","0.3","11-44-phi10","10deop","phi10"
"9",10148.0581461503,"deop-10","gene 0.3","0.3","11-44-phi10","10deop","phi10"
"10",8882.1276181482,"deop-10","gene 0.3","0.3","11-44-phi10","10deop","phi10"
"11",15283.6005300846,"deop-10","gene 0.3","0.3","11-44-phi10","10deop","phi10"
"12",17677.7526579708,"deop-10","gene 0.3","0.3","11-44-phi10","10deop","phi10"
"13",15775.3877177064,"deop-9","gene 0.3","0.3","11-44-phi9v2","10deop","phi9"
"14",11796.2556371743,"deop-9","gene 0.3","0.3","11-44-phi9v2","10deop","phi9"
"15",12335.703368556,"deop-9","gene 0.3","0.3","11-44-phi9v2","10deop","phi9"
"16",18377.1598320004,"deop-9","gene 0.3","0.3","11-44-phi9v2","10deop","phi9"
"17",16257.5157392608,"deop-9","gene 0.3","0.3","11-44-phi9v2","10deop","phi9"
"18",15684.6011984955,"deop-9","gene 0.3","0.3","11-44-phi9v2","10deop","phi9"
"19",20055.1933657144,"8st-9","gene 0.3","0.3","8st-9","8st","phi9"
"20",20587.2677111161,"8st-9","gene 0.3","0.3","8st-9","8st","phi9"
"21",9830.51805003572,"8st-9","gene 0.3","0.3","8st-9","8st","phi9"
"22",14234.2084202866,"8st-9","gene 0.3","0.3","8st-9","8st","phi9"
"23",13523.533075223,"8st-9","gene 0.3","0.3","8st-9","8st","phi9"
"24",17481.9362816311,"8st-9","gene 0.3","0.3","8st-9","8st","phi9"
"25",31518.0271496223,"8st-9","gene 0.3","0.3","8st-9","8st","phi9"
"26",14655.906873862,"8st-910","gene 0.3","0.3","8st-910","8st","phi910"
"27",13545.8681012698,"8st-910","gene 0.3","0.3","8st-910","8st","phi910"
"28",14512.1161986508,"8st-910","gene 0.3","0.3","8st-910","8st","phi910"
"29",13787.760401818,"8st-910","gene 0.3","0.3","8st-910","8st","phi910"
"30",17233.5724640658,"8st-910","gene 0.3","0.3","8st-910","8st","phi910"
"31",15939.0016857443,"8st-910","gene 0.3","0.3","8st-910","8st","phi910"
"32",23714.7079055901,"8st-910","gene 0.3","0.3","8st-910","8st","phi910"
"33",17774.5759355528,"8st-910evo","gene 0.3","0.3","8st-910evo","8st","phi910"
"34",14701.1375043272,"8st-910evo","gene 0.3","0.3","8st-910evo","8st","phi910"
"35",15024.6720773321,"8st-910evo","gene 0.3","0.3","8st-910evo","8st","phi910"
"36",19783.7386082924,"910L2evo","gene 0.3","0.3","910L2evo","wt","phi910"
"37",17941.3646193969,"910L2evo","gene 0.3","0.3","910L2evo","wt","phi910"
"38",19564.0271260484,"910L2evo","gene 0.3","0.3","910L2evo","wt","phi910"
"39",10187.099728202,"wt-10","gene 0.3","0.3","phi10","wt","phi10"
"40",14247.6007914933,"wt-10","gene 0.3","0.3","phi10","wt","phi10"
"41",13752.1596047573,"wt-10","gene 0.3","0.3","phi10","wt","phi10"
"42",11900.1200889312,"wt-10","gene 0.3","0.3","phi10","wt","phi10"
"43",14327.3479115006,"wt-10","gene 0.3","0.3","phi10","wt","phi10"
"44",21572.9931730033,"wt-10","gene 0.3","0.3","phi10","wt","phi10"
"45",29389.5851176184,"wt-910","gene 0.3","0.3","phi910v2","wt","phi910"
"46",36410.3038747811,"wt-910","gene 0.3","0.3","phi910v2","wt","phi910"
"47",42084.8588623122,"wt-910","gene 0.3","0.3","phi910v2","wt","phi910"
"48",32238.0876687365,"wt-910","gene 0.3","0.3","phi910v2","wt","phi910"
"49",44489.272236538,"wt-910","gene 0.3","0.3","phi910v2","wt","phi910"
"50",38389.1451836523,"wt-910","gene 0.3","0.3","phi910v2","wt","phi910"
"51",13940.6229141067,"wt-9","gene 0.3","0.3","phi9v2","wt","phi9"
"52",11113.1887004838,"wt-9","gene 0.3","0.3","phi9v2","wt","phi9"
"53",15384.4988448848,"wt-9","gene 0.3","0.3","phi9v2","wt","phi9"
"54",10129.8662245868,"wt-9","gene 0.3","0.3","phi9v2","wt","phi9"
"55",18750.3814371248,"wt-9","gene 0.3","0.3","phi9v2","wt","phi9"
"56",11172.5559565301,"wt-9","gene 0.3","0.3","phi9v2","wt","phi9"
"57",9985.59238350041,"wt","gene 0.3","0.3","wt","wt","wt"
"58",13835.4558675254,"wt","gene 0.3","0.3","wt","wt","wt"
"59",12969.182584242,"wt","gene 0.3","0.3","wt","wt","wt"
"60",11130.2753136482,"wt","gene 0.3","0.3","wt","wt","wt"
"61",16231.3815875374,"wt","gene 0.3","0.3","wt","wt","wt"
"62",20598.4776722341,"wt","gene 0.3","0.3","wt","wt","wt"
"63",9424.20181096995,"wt","gene 0.3","0.3","wt","wt","wt"
"64",15202.3234664779,"wt","gene 0.3","0.3","wt","wt","wt"
"65",0.5,"deop","gene 0.4","0.4","11-44","10deop","wt"
"66",0.5,"deop","gene 0.4","0.4","11-44","10deop","wt"
"67",1.44782741476047,"deop","gene 0.4","0.4","11-44","10deop","wt"
"68",3.08714383150313,"deop","gene 0.4","0.4","11-44","10deop","wt"
"69",11.4831119771284,"deop","gene 0.4","0.4","11-44","10deop","wt"
"70",3.40701632254687,"deop","gene 0.4","0.4","11-44","10deop","wt"
"71",3.07243727015703,"deop-10","gene 0.4","0.4","11-44-phi10","10deop","phi10"
"72",0.5,"deop-10","gene 0.4","0.4","11-44-phi10","10deop","phi10"
"73",1.46158041752585,"deop-10","gene 0.4","0.4","11-44-phi10","10deop","phi10"
"74",0.5,"deop-10","gene 0.4","0.4","11-44-phi10","10deop","phi10"
"75",4.92142583176664,"deop-10","gene 0.4","0.4","11-44-phi10","10deop","phi10"
"76",0.5,"deop-10","gene 0.4","0.4","11-44-phi10","10deop","phi10"
"77",3.0165330968663,"deop-9","gene 0.4","0.4","11-44-phi9v2","10deop","phi9"
"78",0.5,"deop-9","gene 0.4","0.4","11-44-phi9v2","10deop","phi9"
"79",0.5,"deop-9","gene 0.4","0.4","11-44-phi9v2","10deop","phi9"
"80",2.12500676460535,"deop-9","gene 0.4","0.4","11-44-phi9v2","10deop","phi9"
"81",1.71040992772399,"deop-9","gene 0.4","0.4","11-44-phi9v2","10deop","phi9"
"82",1.84454360895804,"deop-9","gene 0.4","0.4","11-44-phi9v2","10deop","phi9"
"83",0.5,"8st-9","gene 0.4","0.4","8st-9","8st","phi9"
"84",2.33156296362243,"8st-9","gene 0.4","0.4","8st-9","8st","phi9"
"85",3.0814123030556,"8st-9","gene 0.4","0.4","8st-9","8st","phi9"
"86",2.19502720152667,"8st-9","gene 0.4","0.4","8st-9","8st","phi9"
"87",4.30223614553871,"8st-9","gene 0.4","0.4","8st-9","8st","phi9"
"88",0.5,"8st-9","gene 0.4","0.4","8st-9","8st","phi9"
"89",9.65940922685914,"8st-9","gene 0.4","0.4","8st-9","8st","phi9"
"90",1.07234268819269,"8st-910","gene 0.4","0.4","8st-910","8st","phi910"
"91",1.49928942097159,"8st-910","gene 0.4","0.4","8st-910","8st","phi910"
"92",0.5,"8st-910","gene 0.4","0.4","8st-910","8st","phi910"
"93",0.90465075140344,"8st-910","gene 0.4","0.4","8st-910","8st","phi910"
"94",2.88602595556467,"8st-910","gene 0.4","0.4","8st-910","8st","phi910"
"95",1.06125437304544,"8st-910","gene 0.4","0.4","8st-910","8st","phi910"
"96",11.6704910998571,"8st-910","gene 0.4","0.4","8st-910","8st","phi910"
"97",0.5,"8st-910evo","gene 0.4","0.4","8st-910evo","8st","phi910"
"98",1.56356804401152,"8st-910evo","gene 0.4","0.4","8st-910evo","8st","phi910"
"99",0.5,"8st-910evo","gene 0.4","0.4","8st-910evo","8st","phi910"
"100",2.83789158689345,"910L2evo","gene 0.4","0.4","910L2evo","wt","phi910"
"101",1.06005695883739,"910L2evo","gene 0.4","0.4","910L2evo","wt","phi910"
"102",1.17016741319705,"910L2evo","gene 0.4","0.4","910L2evo","wt","phi910"
"103",0.5,"wt-10","gene 0.4","0.4","phi10","wt","phi10"
"104",2.41338984575521,"wt-10","gene 0.4","0.4","phi10","wt","phi10"
"105",1.86344037326565,"wt-10","gene 0.4","0.4","phi10","wt","phi10"
"106",2.1502038675539,"wt-10","gene 0.4","0.4","phi10","wt","phi10"
"107",8.90495603255988,"wt-10","gene 0.4","0.4","phi10","wt","phi10"
"108",0.5,"wt-10","gene 0.4","0.4","phi10","wt","phi10"
"109",1.14743650161079,"wt-910","gene 0.4","0.4","phi910v2","wt","phi910"
"110",2.4358679218833,"wt-910","gene 0.4","0.4","phi910v2","wt","phi910"
"111",1.3538112976732,"wt-910","gene 0.4","0.4","phi910v2","wt","phi910"
"112",0.5,"wt-910","gene 0.4","0.4","phi910v2","wt","phi910"
"113",3.52165081977845,"wt-910","gene 0.4","0.4","phi910v2","wt","phi910"
"114",1.09787016124924,"wt-910","gene 0.4","0.4","phi910v2","wt","phi910"
"115",0.5,"wt-9","gene 0.4","0.4","phi9v2","wt","phi9"
"116",0.5,"wt-9","gene 0.4","0.4","phi9v2","wt","phi9"
"117",0.5,"wt-9","gene 0.4","0.4","phi9v2","wt","phi9"
"118",1.19771085718328,"wt-9","gene 0.4","0.4","phi9v2","wt","phi9"
"119",7.60189155328812,"wt-9","gene 0.4","0.4","phi9v2","wt","phi9"
"120",1.25609474529847,"wt-9","gene 0.4","0.4","phi9v2","wt","phi9"
"121",1.35095384212548,"wt","gene 0.4","0.4","wt","wt","wt"
"122",2.85168381225997,"wt","gene 0.4","0.4","wt","wt","wt"
"123",0.5,"wt","gene 0.4","0.4","wt","wt","wt"
"124",4.06403718254393,"wt","gene 0.4","0.4","wt","wt","wt"
"125",23.10383279988,"wt","gene 0.4","0.4","wt","wt","wt"
"126",0.5,"wt","gene 0.4","0.4","wt","wt","wt"
"127",1.90212792902395,"wt","gene 0.4","0.4","wt","wt","wt"
"128",19.548199098782,"wt","gene 0.4","0.4","wt","wt","wt"
"129",20874.7890643258,"deop","gene 0.7","0.7","11-44","10deop","wt"
"130",29913.0572126536,"deop","gene 0.7","0.7","11-44","10deop","wt"
"131",22954.0365032544,"deop","gene 0.7","0.7","11-44","10deop","wt"
"132",17500.5876622451,"deop","gene 0.7","0.7","11-44","10deop","wt"
"133",23018.9060816658,"deop","gene 0.7","0.7","11-44","10deop","wt"
"134",23247.9095314073,"deop","gene 0.7","0.7","11-44","10deop","wt"
"135",12503.8313515982,"deop-10","gene 0.7","0.7","11-44-phi10","10deop","phi10"
"136",15942.7418002456,"deop-10","gene 0.7","0.7","11-44-phi10","10deop","phi10"
"137",16106.0104131404,"deop-10","gene 0.7","0.7","11-44-phi10","10deop","phi10"
"138",12193.3854423457,"deop-10","gene 0.7","0.7","11-44-phi10","10deop","phi10"
"139",20545.9815550532,"deop-10","gene 0.7","0.7","11-44-phi10","10deop","phi10"
"140",21160.8662495873,"deop-10","gene 0.7","0.7","11-44-phi10","10deop","phi10"
"141",18991.5170155015,"deop-9","gene 0.7","0.7","11-44-phi9v2","10deop","phi9"
"142",18526.0398147359,"deop-9","gene 0.7","0.7","11-44-phi9v2","10deop","phi9"
"143",19511.478363888,"deop-9","gene 0.7","0.7","11-44-phi9v2","10deop","phi9"
"144",16089.150307436,"deop-9","gene 0.7","0.7","11-44-phi9v2","10deop","phi9"
"145",20906.7002716487,"deop-9","gene 0.7","0.7","11-44-phi9v2","10deop","phi9"
"146",19829.8291449132,"deop-9","gene 0.7","0.7","11-44-phi9v2","10deop","phi9"
"147",26944.4606612565,"8st-9","gene 0.7","0.7","8st-9","8st","phi9"
"148",31527.1932928329,"8st-9","gene 0.7","0.7","8st-9","8st","phi9"
"149",14551.0606815567,"8st-9","gene 0.7","0.7","8st-9","8st","phi9"
"150",20729.5526565368,"8st-9","gene 0.7","0.7","8st-9","8st","phi9"
"151",18454.2729087576,"8st-9","gene 0.7","0.7","8st-9","8st","phi9"
"152",20827.1004539914,"8st-9","gene 0.7","0.7","8st-9","8st","phi9"
"153",45929.4416271625,"8st-9","gene 0.7","0.7","8st-9","8st","phi9"
"154",19048.6370057408,"8st-910","gene 0.7","0.7","8st-910","8st","phi910"
"155",23282.944219217,"8st-910","gene 0.7","0.7","8st-910","8st","phi910"
"156",22379.702107349,"8st-910","gene 0.7","0.7","8st-910","8st","phi910"
"157",18609.5787555414,"8st-910","gene 0.7","0.7","8st-910","8st","phi910"
"158",21641.7554169715,"8st-910","gene 0.7","0.7","8st-910","8st","phi910"
"159",20051.3124770482,"8st-910","gene 0.7","0.7","8st-910","8st","phi910"
"160",33919.3238750129,"8st-910","gene 0.7","0.7","8st-910","8st","phi910"
"161",24647.2746428476,"8st-910evo","gene 0.7","0.7","8st-910evo","8st","phi910"
"162",21387.7897970276,"8st-910evo","gene 0.7","0.7","8st-910evo","8st","phi910"
"163",20626.4056737505,"8st-910evo","gene 0.7","0.7","8st-910evo","8st","phi910"
"164",26983.2757501307,"910L2evo","gene 0.7","0.7","910L2evo","wt","phi910"
"165",25263.5492992369,"910L2evo","gene 0.7","0.7","910L2evo","wt","phi910"
"166",26864.8309254171,"910L2evo","gene 0.7","0.7","910L2evo","wt","phi910"
"167",13169.7389802615,"wt-10","gene 0.7","0.7","phi10","wt","phi10"
"168",23489.2737464909,"wt-10","gene 0.7","0.7","phi10","wt","phi10"
"169",20036.2562851387,"wt-10","gene 0.7","0.7","phi10","wt","phi10"
"170",16137.8436208096,"wt-10","gene 0.7","0.7","phi10","wt","phi10"
"171",17225.8570347291,"wt-10","gene 0.7","0.7","phi10","wt","phi10"
"172",26566.6739161645,"wt-10","gene 0.7","0.7","phi10","wt","phi10"
"173",35838.0526736618,"wt-910","gene 0.7","0.7","phi910v2","wt","phi910"
"174",62378.0361789238,"wt-910","gene 0.7","0.7","phi910v2","wt","phi910"
"175",67756.4031494525,"wt-910","gene 0.7","0.7","phi910v2","wt","phi910"
"176",43416.0680347637,"wt-910","gene 0.7","0.7","phi910v2","wt","phi910"
"177",58405.9886954976,"wt-910","gene 0.7","0.7","phi910v2","wt","phi910"
"178",50729.1853118366,"wt-910","gene 0.7","0.7","phi910v2","wt","phi910"
"179",16994.4555855774,"wt-9","gene 0.7","0.7","phi9v2","wt","phi9"
"180",17974.5073144414,"wt-9","gene 0.7","0.7","phi9v2","wt","phi9"
"181",21025.6256708394,"wt-9","gene 0.7","0.7","phi9v2","wt","phi9"
"182",14230.312932253,"wt-9","gene 0.7","0.7","phi9v2","wt","phi9"
"183",22406.0801141799,"wt-9","gene 0.7","0.7","phi9v2","wt","phi9"
"184",14595.3968684963,"wt-9","gene 0.7","0.7","phi9v2","wt","phi9"
"185",12895.8545235696,"wt","gene 0.7","0.7","wt","wt","wt"
"186",21998.1503798797,"wt","gene 0.7","0.7","wt","wt","wt"
"187",20468.4412097844,"wt","gene 0.7","0.7","wt","wt","wt"
"188",14451.9579677791,"wt","gene 0.7","0.7","wt","wt","wt"
"189",22524.5545664687,"wt","gene 0.7","0.7","wt","wt","wt"
"190",23652.2514926631,"wt","gene 0.7","0.7","wt","wt","wt"
"191",13791.8303098795,"wt","gene 0.7","0.7","wt","wt","wt"
"192",21307.2712776375,"wt","gene 0.7","0.7","wt","wt","wt"
"193",0.5,"deop","gene 0.5","0.5","11-44","10deop","wt"
"194",0.5,"deop","gene 0.5","0.5","11-44","10deop","wt"
"195",2.39565482952095,"deop","gene 0.5","0.5","11-44","10deop","wt"
"196",0.5,"deop","gene 0.5","0.5","11-44","10deop","wt"
"197",1.59831119771284,"deop","gene 0.5","0.5","11-44","10deop","wt"
"198",4.8605244838203,"deop","gene 0.5","0.5","11-44","10deop","wt"
"199",0.5,"deop-10","gene 0.5","0.5","11-44-phi10","10deop","phi10"
"200",4.55036631103802,"deop-10","gene 0.5","0.5","11-44-phi10","10deop","phi10"
"201",0.5,"deop-10","gene 0.5","0.5","11-44-phi10","10deop","phi10"
"202",1.13191943209877,"deop-10","gene 0.5","0.5","11-44-phi10","10deop","phi10"
"203",1.38428516635333,"deop-10","gene 0.5","0.5","11-44-phi10","10deop","phi10"
"204",4.36726157470373,"deop-10","gene 0.5","0.5","11-44-phi10","10deop","phi10"
"205",0.5,"deop-9","gene 0.5","0.5","11-44-phi9v2","10deop","phi9"
"206",0.5,"deop-9","gene 0.5","0.5","11-44-phi9v2","10deop","phi9"
"207",2.09143379803328,"deop-9","gene 0.5","0.5","11-44-phi9v2","10deop","phi9"
"208",1.58333784307023,"deop-9","gene 0.5","0.5","11-44-phi9v2","10deop","phi9"
"209",1.71040992772399,"deop-9","gene 0.5","0.5","11-44-phi9v2","10deop","phi9"
"210",3.18908721791608,"deop-9","gene 0.5","0.5","11-44-phi9v2","10deop","phi9"
"211",0.5,"8st-9","gene 0.5","0.5","8st-9","8st","phi9"
"212",0.5,"8st-9","gene 0.5","0.5","8st-9","8st","phi9"
"213",0.5,"8st-9","gene 0.5","0.5","8st-9","8st","phi9"
"214",3.89005440305334,"8st-9","gene 0.5","0.5","8st-9","8st","phi9"
"215",2.78134168732323,"8st-9","gene 0.5","0.5","8st-9","8st","phi9"
"216",1.29288081828878,"8st-9","gene 0.5","0.5","8st-9","8st","phi9"
"217",11.491291072231,"8st-9","gene 0.5","0.5","8st-9","8st","phi9"
"218",1.07234268819269,"8st-910","gene 0.5","0.5","8st-910","8st","phi910"
"219",0.5,"8st-910","gene 0.5","0.5","8st-910","8st","phi910"
"220",1.2705010193613,"8st-910","gene 0.5","0.5","8st-910","8st","phi910"
"221",1.71395225421032,"8st-910","gene 0.5","0.5","8st-910","8st","phi910"
"222",4.67554542223817,"8st-910","gene 0.5","0.5","8st-910","8st","phi910"
"223",1.06125437304544,"8st-910","gene 0.5","0.5","8st-910","8st","phi910"
"224",13.9045893198286,"8st-910","gene 0.5","0.5","8st-910","8st","phi910"
"225",1.90030536008452,"8st-910evo","gene 0.5","0.5","8st-910evo","8st","phi910"
"226",0.5,"8st-910evo","gene 0.5","0.5","8st-910evo","8st","phi910"
"227",1.48345042071952,"8st-910evo","gene 0.5","0.5","8st-910evo","8st","phi910"
"228",4.00683738034017,"910L2evo","gene 0.5","0.5","910L2evo","wt","phi910"
"229",1.06005695883739,"910L2evo","gene 0.5","0.5","910L2evo","wt","phi910"
"230",2.51050223959116,"910L2evo","gene 0.5","0.5","910L2evo","wt","phi910"
"231",1.39113810936944,"wt-10","gene 0.5","0.5","phi10","wt","phi10"
"232",2.41338984575521,"wt-10","gene 0.5","0.5","phi10","wt","phi10"
"233",0.5,"wt-10","gene 0.5","0.5","phi10","wt","phi10"
"234",1.32510193377695,"wt-10","gene 0.5","0.5","phi10","wt","phi10"
"235",0.5,"wt-10","gene 0.5","0.5","phi10","wt","phi10"
"236",0.5,"wt-10","gene 0.5","0.5","phi10","wt","phi10"
"237",1.14743650161079,"wt-910","gene 0.5","0.5","phi910v2","wt","phi910"
"238",0.5,"wt-910","gene 0.5","0.5","phi910v2","wt","phi910"
"239",2.20762259534641,"wt-910","gene 0.5","0.5","phi910v2","wt","phi910"
"240",2.73124514517236,"wt-910","gene 0.5","0.5","phi910v2","wt","phi910"
"241",0.5,"wt-910","gene 0.5","0.5","phi910v2","wt","phi910"
"242",1.69574032249848,"wt-910","gene 0.5","0.5","phi910v2","wt","phi910"
"243",0.5,"wt-9","gene 0.5","0.5","phi9v2","wt","phi9"
"244",0.5,"wt-9","gene 0.5","0.5","phi9v2","wt","phi9"
"245",0.5,"wt-9","gene 0.5","0.5","phi9v2","wt","phi9"
"246",0.5,"wt-9","gene 0.5","0.5","phi9v2","wt","phi9"
"247",2.27547288832203,"wt-9","gene 0.5","0.5","phi9v2","wt","phi9"
"248",1.25609474529847,"wt-9","gene 0.5","0.5","phi9v2","wt","phi9"
"249",0.5,"wt","gene 0.5","0.5","wt","wt","wt"
"250",2.85168381225997,"wt","gene 0.5","0.5","wt","wt","wt"
"251",1.38330490289075,"wt","gene 0.5","0.5","wt","wt","wt"
"252",0.5,"wt","gene 0.5","0.5","wt","wt","wt"
"253",0.5,"wt","gene 0.5","0.5","wt","wt","wt"
"254",4.49883084298857,"wt","gene 0.5","0.5","wt","wt","wt"
"255",1.90212792902395,"wt","gene 0.5","0.5","wt","wt","wt"
"256",16.827027798956,"wt","gene 0.5","0.5","wt","wt","wt"
"257",3.8633851008635,"deop","gene 0.6B","0.6B","11-44","10deop","wt"
"258",5.73770919500151,"deop","gene 0.6B","0.6B","11-44","10deop","wt"
"259",3.34348224428142,"deop","gene 0.6B","0.6B","11-44","10deop","wt"
"260",2.44035787362735,"deop","gene 0.6B","0.6B","11-44","10deop","wt"
"261",2.69662239542569,"deop","gene 0.6B","0.6B","11-44","10deop","wt"
"262",4.8605244838203,"deop","gene 0.6B","0.6B","11-44","10deop","wt"
"263",1.78621863507851,"deop-10","gene 0.6B","0.6B","11-44-phi10","10deop","phi10"
"264",4.55036631103802,"deop-10","gene 0.6B","0.6B","11-44-phi10","10deop","phi10"
"265",0.5,"deop-10","gene 0.6B","0.6B","11-44-phi10","10deop","phi10"
"266",4.29151659259261,"deop-10","gene 0.6B","0.6B","11-44-phi10","10deop","phi10"
"267",4.03714066541331,"deop-10","gene 0.6B","0.6B","11-44-phi10","10deop","phi10"
"268",3.07817438313582,"deop-10","gene 0.6B","0.6B","11-44-phi10","10deop","phi10"
"269",1.75826654843315,"deop-9","gene 0.6B","0.6B","11-44-phi9v2","10deop","phi9"
"270",2.79333248511214,"deop-9","gene 0.6B","0.6B","11-44-phi9v2","10deop","phi9"
"271",3.68286759606656,"deop-9","gene 0.6B","0.6B","11-44-phi9v2","10deop","phi9"
"272",2.66667568614047,"deop-9","gene 0.6B","0.6B","11-44-phi9v2","10deop","phi9"
"273",4.13122978317196,"deop-9","gene 0.6B","0.6B","11-44-phi9v2","10deop","phi9"
"274",1.84454360895804,"deop-9","gene 0.6B","0.6B","11-44-phi9v2","10deop","phi9"
"275",0.5,"8st-9","gene 0.6B","0.6B","8st-9","8st","phi9"
"276",0.5,"8st-9","gene 0.6B","0.6B","8st-9","8st","phi9"
"277",0.5,"8st-9","gene 0.6B","0.6B","8st-9","8st","phi9"
"278",2.19502720152667,"8st-9","gene 0.6B","0.6B","8st-9","8st","phi9"
"279",2.02089445821548,"8st-9","gene 0.6B","0.6B","8st-9","8st","phi9"
"280",1.29288081828878,"8st-9","gene 0.6B","0.6B","8st-9","8st","phi9"
"281",26.1463458352056,"8st-9","gene 0.6B","0.6B","8st-9","8st","phi9"
"282",1.07234268819269,"8st-910","gene 0.6B","0.6B","8st-910","8st","phi910"
"283",0.5,"8st-910","gene 0.6B","0.6B","8st-910","8st","phi910"
"284",2.0410020387226,"8st-910","gene 0.6B","0.6B","8st-910","8st","phi910"
"285",2.11860300561376,"8st-910","gene 0.6B","0.6B","8st-910","8st","phi910"
"286",2.2895194666735,"8st-910","gene 0.6B","0.6B","8st-910","8st","phi910"
"287",1.62250874609087,"8st-910","gene 0.6B","0.6B","8st-910","8st","phi910"
"288",14.6492887264857,"8st-910","gene 0.6B","0.6B","8st-910","8st","phi910"
"289",4.70091608025355,"8st-910evo","gene 0.6B","0.6B","8st-910evo","8st","phi910"
"290",0.5,"8st-910evo","gene 0.6B","0.6B","8st-910evo","8st","phi910"
"291",0.5,"8st-910evo","gene 0.6B","0.6B","8st-910evo","8st","phi910"
"292",1.66894579344672,"910L2evo","gene 0.6B","0.6B","910L2evo","wt","phi910"
"293",0.5,"910L2evo","gene 0.6B","0.6B","910L2evo","wt","phi910"
"294",1.17016741319705,"910L2evo","gene 0.6B","0.6B","910L2evo","wt","phi910"
"295",1.39113810936944,"wt-10","gene 0.6B","0.6B","phi10","wt","phi10"
"296",0.5,"wt-10","gene 0.6B","0.6B","phi10","wt","phi10"
"297",0.5,"wt-10","gene 0.6B","0.6B","phi10","wt","phi10"
"298",1.32510193377695,"wt-10","gene 0.6B","0.6B","phi10","wt","phi10"
"299",5.30283201860564,"wt-10","gene 0.6B","0.6B","phi10","wt","phi10"
"300",0.5,"wt-10","gene 0.6B","0.6B","phi10","wt","phi10"
"301",2.44230950483236,"wt-910","gene 0.6B","0.6B","phi910v2","wt","phi910"
"302",0.5,"wt-910","gene 0.6B","0.6B","phi910v2","wt","phi910"
"303",2.20762259534641,"wt-910","gene 0.6B","0.6B","phi910v2","wt","phi910"
"304",1.05781128629309,"wt-910","gene 0.6B","0.6B","phi910v2","wt","phi910"
"305",4.5288677597046,"wt-910","gene 0.6B","0.6B","phi910v2","wt","phi910"
"306",0.5,"wt-910","gene 0.6B","0.6B","phi910v2","wt","phi910"
"307",2.05807789360754,"wt-9","gene 0.6B","0.6B","phi9v2","wt","phi9"
"308",0.5,"wt-9","gene 0.6B","0.6B","phi9v2","wt","phi9"
"309",0.5,"wt-9","gene 0.6B","0.6B","phi9v2","wt","phi9"
"310",1.19771085718328,"wt-9","gene 0.6B","0.6B","phi9v2","wt","phi9"
"311",4.93868222080507,"wt-9","gene 0.6B","0.6B","phi9v2","wt","phi9"
"312",0.5,"wt-9","gene 0.6B","0.6B","phi9v2","wt","phi9"
"313",2.20190768425096,"wt","gene 0.6B","0.6B","wt","wt","wt"
"314",0.5,"wt","gene 0.6B","0.6B","wt","wt","wt"
"315",0.5,"wt","gene 0.6B","0.6B","wt","wt","wt"
"316",1.92561487301757,"wt","gene 0.6B","0.6B","wt","wt","wt"
"317",4.48891167056706,"wt","gene 0.6B","0.6B","wt","wt","wt"
"318",0.5,"wt","gene 0.6B","0.6B","wt","wt","wt"
"319",0.5,"wt","gene 0.6B","0.6B","wt","wt","wt"
"320",20.908784748695,"wt","gene 0.6B","0.6B","wt","wt","wt"
"321",0.5,"deop","gene 0.6A","0.6A","11-44","10deop","wt"
"322",0.5,"deop","gene 0.6A","0.6A","11-44","10deop","wt"
"323",0.5,"deop","gene 0.6A","0.6A","11-44","10deop","wt"
"324",0.5,"deop","gene 0.6A","0.6A","11-44","10deop","wt"
"325",0.5,"deop","gene 0.6A","0.6A","11-44","10deop","wt"
"326",1.95350816127343,"deop","gene 0.6A","0.6A","11-44","10deop","wt"
"327",0.5,"deop-10","gene 0.6A","0.6A","11-44-phi10","10deop","phi10"
"328",0.5,"deop-10","gene 0.6A","0.6A","11-44-phi10","10deop","phi10"
"329",0.5,"deop-10","gene 0.6A","0.6A","11-44-phi10","10deop","phi10"
"330",1.13191943209877,"deop-10","gene 0.6A","0.6A","11-44-phi10","10deop","phi10"
"331",0.5,"deop-10","gene 0.6A","0.6A","11-44-phi10","10deop","phi10"
"332",0.5,"deop-10","gene 0.6A","0.6A","11-44-phi10","10deop","phi10"
"333",0.5,"deop-9","gene 0.6A","0.6A","11-44-phi9v2","10deop","phi9"
"334",2.79333248511214,"deop-9","gene 0.6A","0.6A","11-44-phi9v2","10deop","phi9"
"335",0.5,"deop-9","gene 0.6A","0.6A","11-44-phi9v2","10deop","phi9"
"336",2.12500676460535,"deop-9","gene 0.6A","0.6A","11-44-phi9v2","10deop","phi9"
"337",1.71040992772399,"deop-9","gene 0.6A","0.6A","11-44-phi9v2","10deop","phi9"
"338",0.5,"deop-9","gene 0.6A","0.6A","11-44-phi9v2","10deop","phi9"
"339",0.5,"8st-9","gene 0.6A","0.6A","8st-9","8st","phi9"
"340",0.5,"8st-9","gene 0.6A","0.6A","8st-9","8st","phi9"
