"strain","treatment","background","knockout","Sample","rep","ref_genome","start","stop","locus_tag","gene","counts"
"phi10","wt-10","wt","phi10","PA143","4","T7Hi",19534,19834,"T7p40","7.3",301458
"phi10","wt-10","wt","phi10","PA143","4","T7Hi",19847,20240,"T7p41","7.7",341530
"phi10","wt-10","wt","phi10","PA143","4","T7Hi",20239,21850,"T7p42","8",1206426
"phi10","wt-10","wt","phi10","PA143","4","T7Hi",21949,22873,"T7p43","9",964163
"phi10","wt-10","wt","phi10","PA143","4","T7Hi",22966,24162,"T7p44","10B",2027439
"phi10","wt-10","wt","phi10","PA143","4","T7Hi",22966,24004,"T7p45","10A",1878181
"phi10","wt-10","wt","phi10","PA143","4","T7Hi",24227,24818,"T7p46","11",93703
"phi10","wt-10","wt","phi10","PA143","4","T7Hi",24841,27226,"T7p47","12",298213
"phi10","wt-10","wt","phi10","PA143","4","T7Hi",27306,27723,"T7p48","13",75289
"phi10","wt-10","wt","phi10","PA143","4","T7Hi",27727,28318,"T7p49","14",232116
"phi10","wt-10","wt","phi10","PA143","4","T7Hi",28324,30568,"T7p50","15",655069
"phi10","wt-10","wt","phi10","PA143","4","T7Hi",30594,34551,"T7p51","16",805269
"phi10","wt-10","wt","phi10","PA143","4","T7Hi",34623,36285,"T7p52","17",1039478
"phi10","wt-10","wt","phi10","PA143","4","T7Hi",36343,36547,"T7p53","17.5",110141
"phi10","wt-10","wt","phi10","PA143","4","T7Hi",36552,36822,"T7p54","18",123262
"phi10","wt-10","wt","phi10","PA143","4","T7Hi",36916,37348,"T7p55","18.5",114387
"phi10","wt-10","wt","phi10","PA143","4","T7Hi",37031,37283,"T7p56","18.7",79494
"phi10","wt-10","wt","phi10","PA143","4","T7Hi",37369,39130,"T7p57","19",543604
"phi10","wt-10","wt","phi10","PA143","4","T7Hi",38015,38273,"T7p58","19.2",123504
"phi10","wt-10","wt","phi10","PA143","4","T7Hi",38552,38726,"T7p59","19.3",77189
"phi10","wt-10","wt","phi10","PA143","4","T7Hi",39388,39538,"T7p60","19.5",223517
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",890,1468,"T7p01","0.3",14422
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",1277,1433,"T7p02","0.4",2
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",1468,3138,"T7p03","0.7",19558
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",1495,1639,"T7p04","0.5",1
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",1635,1972,"T7p05","0.6B",1
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",1635,1797,"T7p06","0.6A",1
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",3138,5887,"T7p07","1",73446
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",5887,6448,"T7p08","1.2",127784
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",6006,6135,"T7p09","1.1",28679
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",6448,7588,"T7p10","1.3",261847
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",7607,7763,"T7p11","1.4",13741
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",7790,7880,"T7p12","1.5",34495
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",7905,8166,"T7p13","1.6",74098
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",8165,8756,"T7p14","1.7",210812
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",8748,8895,"T7p15","1.8",86708
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",8897,9092,"T7p16","2",80289
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",9157,9856,"T7p17","2.5",263066
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",9856,10276,"T7p18","2.8",172922
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",10256,10706,"T7p19","3",323163
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",10705,11161,"T7p20","3.5",363538
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",11224,11590,"T7p21","3.8",8937
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",11564,13265,"T7p22","4A",61988
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",11634,11757,"T7p23","4.1",6179
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",11753,13265,"T7p24","4B",57380
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",12987,13326,"T7p25","4.2",31875
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",13351,13564,"T7p26","4.3",48347
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",13583,13853,"T7p27","4.5",27307
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",13926,14334,"T7p28","4.7",23093
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",14352,16467,"T7p29","5",139956
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",16482,16839,"T7p30","5.3",66200
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",16850,17359,"T7p31","5.5-5.7",86707
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",16850,17150,"T7p32","5.5",60055
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",17149,17359,"T7p33","5.7",47858
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",17358,17517,"T7p34","5.9",34760
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",17503,18406,"T7p35","6",169456
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",18393,18507,"T7p36","6.3",36857
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",18604,18859,"T7p37","6.5",298795
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",18863,19130,"T7p38","6.7",295410
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",19129,19531,"T7p39","7",514954
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",19534,19834,"T7p40","7.3",440577
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",19847,20240,"T7p41","7.7",419784
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",20239,21850,"T7p42","8",1382903
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",21949,22873,"T7p43","9",1143642
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",22966,24162,"T7p44","10B",2240536
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",22966,24004,"T7p45","10A",2087953
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",24227,24818,"T7p46","11",144958
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",24841,27226,"T7p47","12",516642
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",27306,27723,"T7p48","13",117438
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",27727,28318,"T7p49","14",292727
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",28324,30568,"T7p50","15",862606
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",30594,34551,"T7p51","16",1120909
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",34623,36285,"T7p52","17",1444150
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",36343,36547,"T7p53","17.5",173740
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",36552,36822,"T7p54","18",189092
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",36916,37348,"T7p55","18.5",187316
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",37031,37283,"T7p56","18.7",98132
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",37369,39130,"T7p57","19",636568
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",38015,38273,"T7p58","19.2",136967
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",38552,38726,"T7p59","19.3",88820
"phi10","wt-10","wt","phi10","PA156","5","T7Hi",39388,39538,"T7p60","19.5",156222
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",890,1468,"T7p01","0.3",11932
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",1277,1433,"T7p02","0.4",7
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",1468,3138,"T7p03","0.7",14346
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",1495,1639,"T7p04","0.5",0
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",1635,1972,"T7p05","0.6B",4
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",1635,1797,"T7p06","0.6A",2
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",3138,5887,"T7p07","1",58675
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",5887,6448,"T7p08","1.2",101683
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",6006,6135,"T7p09","1.1",25739
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",6448,7588,"T7p10","1.3",197513
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",7607,7763,"T7p11","1.4",8076
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",7790,7880,"T7p12","1.5",24242
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",7905,8166,"T7p13","1.6",48653
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",8165,8756,"T7p14","1.7",131728
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",8748,8895,"T7p15","1.8",44885
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",8897,9092,"T7p16","2",43985
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",9157,9856,"T7p17","2.5",149306
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",9856,10276,"T7p18","2.8",82012
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",10256,10706,"T7p19","3",290992
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",10705,11161,"T7p20","3.5",223795
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",11224,11590,"T7p21","3.8",6220
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",11564,13265,"T7p22","4A",34303
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",11634,11757,"T7p23","4.1",3480
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",11753,13265,"T7p24","4B",31577
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",12987,13326,"T7p25","4.2",19871
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",13351,13564,"T7p26","4.3",33740
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",13583,13853,"T7p27","4.5",10214
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",13926,14334,"T7p28","4.7",11392
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",14352,16467,"T7p29","5",82619
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",16482,16839,"T7p30","5.3",43748
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",16850,17359,"T7p31","5.5-5.7",43534
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",16850,17150,"T7p32","5.5",28236
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",17149,17359,"T7p33","5.7",26225
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",17358,17517,"T7p34","5.9",18438
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",17503,18406,"T7p35","6",96347
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",18393,18507,"T7p36","6.3",13489
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",18604,18859,"T7p37","6.5",218147
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",18863,19130,"T7p38","6.7",204977
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",19129,19531,"T7p39","7",463374
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",19534,19834,"T7p40","7.3",419523
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",19847,20240,"T7p41","7.7",261860
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",20239,21850,"T7p42","8",1114468
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",21949,22873,"T7p43","9",820258
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",22966,24162,"T7p44","10B",1705424
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",22966,24004,"T7p45","10A",1610101
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",24227,24818,"T7p46","11",160907
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",24841,27226,"T7p47","12",373555
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",27306,27723,"T7p48","13",103439
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",27727,28318,"T7p49","14",235387
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",28324,30568,"T7p50","15",661991
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",30594,34551,"T7p51","16",854227
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",34623,36285,"T7p52","17",976664
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",36343,36547,"T7p53","17.5",96803
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",36552,36822,"T7p54","18",145268
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",36916,37348,"T7p55","18.5",171920
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",37031,37283,"T7p56","18.7",81120
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",37369,39130,"T7p57","19",464984
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",38015,38273,"T7p58","19.2",105987
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",38552,38726,"T7p59","19.3",61357
"phi10","wt-10","wt","phi10","PA165","6","T7Hi",39388,39538,"T7p60","19.5",94892
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",890,1468,"T7p01","0.3",20779
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",1277,1433,"T7p02","0.4",0
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",1468,3138,"T7p03","0.7",25589
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",1495,1639,"T7p04","0.5",0
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",1635,1972,"T7p05","0.6B",0
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",1635,1797,"T7p06","0.6A",0
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",3138,5887,"T7p07","1",65343
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",5887,6448,"T7p08","1.2",145375
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",6006,6135,"T7p09","1.1",41192
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",6448,7588,"T7p10","1.3",253031
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",7607,7763,"T7p11","1.4",12358
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",7790,7880,"T7p12","1.5",32399
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",7905,8166,"T7p13","1.6",63801
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",8165,8756,"T7p14","1.7",150981
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",8748,8895,"T7p15","1.8",54254
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",8897,9092,"T7p16","2",57697
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",9157,9856,"T7p17","2.5",180081
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",9856,10276,"T7p18","2.8",105397
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",10256,10706,"T7p19","3",201000
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",10705,11161,"T7p20","3.5",276645
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",11224,11590,"T7p21","3.8",10207
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",11564,13265,"T7p22","4A",77006
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",11634,11757,"T7p23","4.1",7504
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",11753,13265,"T7p24","4B",71576
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",12987,13326,"T7p25","4.2",36485
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",13351,13564,"T7p26","4.3",55576
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",13583,13853,"T7p27","4.5",34368
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",13926,14334,"T7p28","4.7",15670
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",14352,16467,"T7p29","5",81671
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",16482,16839,"T7p30","5.3",39056
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",16850,17359,"T7p31","5.5-5.7",59964
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",16850,17150,"T7p32","5.5",41324
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",17149,17359,"T7p33","5.7",34646
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",17358,17517,"T7p34","5.9",26337
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",17503,18406,"T7p35","6",147102
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",18393,18507,"T7p36","6.3",28913
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",18604,18859,"T7p37","6.5",208591
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",18863,19130,"T7p38","6.7",201010
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",19129,19531,"T7p39","7",340116
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",19534,19834,"T7p40","7.3",280124
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",19847,20240,"T7p41","7.7",201237
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",20239,21850,"T7p42","8",876366
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",21949,22873,"T7p43","9",787123
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",22966,24162,"T7p44","10B",1396105
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",22966,24004,"T7p45","10A",1299873
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",24227,24818,"T7p46","11",96176
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",24841,27226,"T7p47","12",288028
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",27306,27723,"T7p48","13",80226
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",27727,28318,"T7p49","14",194202
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",28324,30568,"T7p50","15",510819
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",30594,34551,"T7p51","16",599135
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",34623,36285,"T7p52","17",1060352
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",36343,36547,"T7p53","17.5",121028
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",36552,36822,"T7p54","18",138056
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",36916,37348,"T7p55","18.5",158881
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",37031,37283,"T7p56","18.7",78008
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",37369,39130,"T7p57","19",437020
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",38015,38273,"T7p58","19.2",98920
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",38552,38726,"T7p59","19.3",65529
"phi10","wt-10","wt","phi10","PA174","7","T7Hi",39388,39538,"T7p60","19.5",162375
"11-44","deop","10deop","wt","PA116","2","T7_10deop",890,1468,"T7p01","0.3",14984
"11-44","deop","10deop","wt","PA116","2","T7_10deop",1277,1433,"T7p02","0.4",0
"11-44","deop","10deop","wt","PA116","2","T7_10deop",1468,3138,"T7p03","0.7",18619
"11-44","deop","10deop","wt","PA116","2","T7_10deop",1495,1639,"T7p04","0.5",0
"11-44","deop","10deop","wt","PA116","2","T7_10deop",1635,1972,"T7p05","0.6B",3
"11-44","deop","10deop","wt","PA116","2","T7_10deop",1635,1797,"T7p06","0.6A",0
"11-44","deop","10deop","wt","PA116","2","T7_10deop",3138,5887,"T7p07","1",83827
"11-44","deop","10deop","wt","PA116","2","T7_10deop",5887,6448,"T7p08","1.2",108686
"11-44","deop","10deop","wt","PA116","2","T7_10deop",6006,6135,"T7p09","1.1",28383
"11-44","deop","10deop","wt","PA116","2","T7_10deop",6448,7588,"T7p10","1.3",189314
"11-44","deop","10deop","wt","PA116","2","T7_10deop",7607,7763,"T7p11","1.4",14684
"11-44","deop","10deop","wt","PA116","2","T7_10deop",7790,7880,"T7p12","1.5",29428
"11-44","deop","10deop","wt","PA116","2","T7_10deop",7905,8166,"T7p13","1.6",62440
"11-44","deop","10deop","wt","PA116","2","T7_10deop",8165,8756,"T7p14","1.7",127947
"11-44","deop","10deop","wt","PA116","2","T7_10deop",8748,8895,"T7p15","1.8",48760
"11-44","deop","10deop","wt","PA116","2","T7_10deop",8897,9092,"T7p16","2",46029
"11-44","deop","10deop","wt","PA116","2","T7_10deop",9157,9856,"T7p17","2.5",209517
"11-44","deop","10deop","wt","PA116","2","T7_10deop",9856,10276,"T7p18","2.8",154502
"11-44","deop","10deop","wt","PA116","2","T7_10deop",10256,10706,"T7p19","3",181338
"11-44","deop","10deop","wt","PA116","2","T7_10deop",10705,11161,"T7p20","3.5",300473
"11-44","deop","10deop","wt","PA116","2","T7_10deop",11224,11590,"T7p21","3.8",8315
"11-44","deop","10deop","wt","PA116","2","T7_10deop",11564,13265,"T7p22","4A",67254
"11-44","deop","10deop","wt","PA116","2","T7_10deop",11634,11757,"T7p23","4.1",6396
"11-44","deop","10deop","wt","PA116","2","T7_10deop",11753,13265,"T7p24","4B",62482
"11-44","deop","10deop","wt","PA116","2","T7_10deop",12987,13326,"T7p25","4.2",25137
"11-44","deop","10deop","wt","PA116","2","T7_10deop",13351,13564,"T7p26","4.3",34639
"11-44","deop","10deop","wt","PA116","2","T7_10deop",13583,13853,"T7p27","4.5",40513
"11-44","deop","10deop","wt","PA116","2","T7_10deop",13926,14334,"T7p28","4.7",15593
"11-44","deop","10deop","wt","PA116","2","T7_10deop",14352,16467,"T7p29","5",91149
"11-44","deop","10deop","wt","PA116","2","T7_10deop",16482,16839,"T7p30","5.3",26963
"11-44","deop","10deop","wt","PA116","2","T7_10deop",16850,17359,"T7p31","5.5-5.7",58222
"11-44","deop","10deop","wt","PA116","2","T7_10deop",16850,17150,"T7p32","5.5",39315
"11-44","deop","10deop","wt","PA116","2","T7_10deop",17149,17359,"T7p33","5.7",33691
"11-44","deop","10deop","wt","PA116","2","T7_10deop",17358,17517,"T7p34","5.9",26795
"11-44","deop","10deop","wt","PA116","2","T7_10deop",17503,18406,"T7p35","6",135447
"11-44","deop","10deop","wt","PA116","2","T7_10deop",18393,18507,"T7p36","6.3",34973
"11-44","deop","10deop","wt","PA116","2","T7_10deop",18604,18859,"T7p37","6.5",152631
"11-44","deop","10deop","wt","PA116","2","T7_10deop",18863,19130,"T7p38","6.7",164531
"11-44","deop","10deop","wt","PA116","2","T7_10deop",19129,19531,"T7p39","7",265255
"11-44","deop","10deop","wt","PA116","2","T7_10deop",19534,19834,"T7p40","7.3",232902
"11-44","deop","10deop","wt","PA116","2","T7_10deop",19847,20240,"T7p41","7.7",287742
"11-44","deop","10deop","wt","PA116","2","T7_10deop",20239,21850,"T7p42","8",1013290
"11-44","deop","10deop","wt","PA116","2","T7_10deop",21949,22873,"T7p43","9",775842
"11-44","deop","10deop","wt","PA116","2","T7_10deop",22966,24162,"T7p44","10B",1576645
"11-44","deop","10deop","wt","PA116","2","T7_10deop",22966,24004,"T7p45","10A",1470649
"11-44","deop","10deop","wt","PA116","2","T7_10deop",24227,24818,"T7p46","11",83830
"11-44","deop","10deop","wt","PA116","2","T7_10deop",24841,27226,"T7p47","12",368879
"11-44","deop","10deop","wt","PA116","2","T7_10deop",27306,27723,"T7p48","13",84988
"11-44","deop","10deop","wt","PA116","2","T7_10deop",27727,28318,"T7p49","14",211715
"11-44","deop","10deop","wt","PA116","2","T7_10deop",28324,30568,"T7p50","15",617703
"11-44","deop","10deop","wt","PA116","2","T7_10deop",30594,34551,"T7p51","16",821726
"11-44","deop","10deop","wt","PA116","2","T7_10deop",34623,36285,"T7p52","17",828761
"11-44","deop","10deop","wt","PA116","2","T7_10deop",36343,36547,"T7p53","17.5",89637
"11-44","deop","10deop","wt","PA116","2","T7_10deop",36552,36822,"T7p54","18",120174
"11-44","deop","10deop","wt","PA116","2","T7_10deop",36916,37348,"T7p55","18.5",157540
"11-44","deop","10deop","wt","PA116","2","T7_10deop",37031,37283,"T7p56","18.7",96821
"11-44","deop","10deop","wt","PA116","2","T7_10deop",37369,39130,"T7p57","19",500609
"11-44","deop","10deop","wt","PA116","2","T7_10deop",38015,38273,"T7p58","19.2",102288
"11-44","deop","10deop","wt","PA116","2","T7_10deop",38552,38726,"T7p59","19.3",73226
"11-44","deop","10deop","wt","PA116","2","T7_10deop",39388,39538,"T7p60","19.5",178545
"11-44","deop","10deop","wt","PA128","3","T7_10deop",890,1468,"T7p01","0.3",7270
"11-44","deop","10deop","wt","PA128","3","T7_10deop",1277,1433,"T7p02","0.4",0
"11-44","deop","10deop","wt","PA128","3","T7_10deop",1468,3138,"T7p03","0.7",11422
"11-44","deop","10deop","wt","PA128","3","T7_10deop",1495,1639,"T7p04","0.5",0
"11-44","deop","10deop","wt","PA128","3","T7_10deop",1635,1972,"T7p05","0.6B",2
"11-44","deop","10deop","wt","PA128","3","T7_10deop",1635,1797,"T7p06","0.6A",0
