"","strain","treatment","background","knockout","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","star"
"122","8st-9","8st-9","8st","phi9",17260.8062585739,0.410673399440427,0.179862391412195,2.28326442351852,0.0224147972958747,0.0336221959438121,"0.3","*"
"123","8st-9","8st-9","8st","phi9",28009.7644304593,0.312633754977492,0.141227567886991,2.21368787733892,0.0268502574339538,0.0392930596594446,"1.5","*"
"124","8st-9","8st-9","8st","phi9",136453.287990558,-0.365880645089281,0.170187982321832,-2.14986181807706,0.0315661466075383,0.0450944951536262,"18","*"
"125","8st-910","8st-910","8st","phi910",1692334.13769414,-3.46456554647884,0.180070167313773,-19.2400862295075,1.70923843167156e-82,1.02554305900294e-80,"10B","***"
"126","8st-910","8st-910","8st","phi910",1578068.54432222,-3.46311477974884,0.185395413092087,-18.6796141392597,7.25416115906592e-78,2.17624834771978e-76,"10A","***"
"127","8st-910","8st-910","8st","phi910",568115.552042353,-2.73522736744951,0.165619399314158,-16.515138798814,2.85503394921369e-61,5.71006789842738e-60,"9","***"
"128","8st-910","8st-910","8st","phi910",330420.870820378,-2.57015998065234,0.1918725846408,-13.3951392037788,6.45548919400463e-41,9.68323379100695e-40,"12","***"
"129","8st-910","8st-910","8st","phi910",95744.5727190933,-2.73541950940574,0.223151885199954,-12.2581062084897,1.52010988363646e-34,1.82413186036376e-33,"11","***"
"130","8st-910","8st-910","8st","phi910",840080.564672161,-1.6504802528888,0.176661250031887,-9.34262750088596,9.39725825349272e-21,9.39725825349272e-20,"8","***"
"131","8st-910","8st-910","8st","phi910",12411.8858988972,1.4753013525922,0.241636694476446,6.10545246775841,1.02509859421957e-09,8.78655937902485e-09,"3.8","***"
"132","8st-910","8st-910","8st","phi910",9784.61219766208,1.47978876113529,0.252692089789765,5.85609451552856,4.73878597694127e-09,3.55408948270595e-08,"4.1","***"
"133","8st-910","8st-910","8st","phi910",703045.042584718,-1.11622983952496,0.194829835847972,-5.7292551454797,1.00872576165151e-08,6.72483841101006e-08,"15","***"
"134","8st-910","8st-910","8st","phi910",92878.0209921412,-0.993877339439892,0.1825866396355,-5.44331908087022,5.22968463653335e-08,3.13781078192001e-07,"13","***"
"135","8st-910","8st-910","8st","phi910",99075.1536970505,1.42324473796309,0.2627002144841,5.41775247788859,6.0352889585365e-08,3.29197579556536e-07,"4A","***"
"136","8st-910","8st-910","8st","phi910",91596.4937597716,1.41658331935508,0.2635106161553,5.37581119130401,7.62386513101425e-08,3.81193256550713e-07,"4B","***"
"137","8st-910","8st-910","8st","phi910",933245.86464045,-1.11384474355651,0.210048860391192,-5.30278879629289,1.14046841856175e-07,5.26370039336194e-07,"16","***"
"138","8st-910","8st-910","8st","phi910",41149.6318538543,1.35555148377593,0.256385751742116,5.28715607074534,1.24232640529771e-07,5.32425602270447e-07,"4.2","***"
"139","8st-910","8st-910","8st","phi910",243168.67470335,-0.995606460216987,0.193698472938332,-5.1399809462306,2.74766329862327e-07,1.09906531944931e-06,"14","***"
"140","8st-910","8st-910","8st","phi910",294086.220185084,-0.897357845206756,0.188038775976841,-4.77219573752849,1.82228274123938e-06,6.83356027964767e-06,"7.7","***"
"141","8st-910","8st-910","8st","phi910",142132.28270564,0.871779373024743,0.184410442570945,4.72738615487763,2.27428499859012e-06,8.02688823031807e-06,"5","***"
"142","8st-910","8st-910","8st","phi910",50397.6568867599,0.7169412408036,0.152838779712614,4.69083332222149,2.72094565315317e-06,9.06981884384388e-06,"5.3","***"
"143","8st-910","8st-910","8st","phi910",58969.5351316724,1.34854981448527,0.288704404778762,4.67103997086113,2.99678611910961e-06,9.46353511297771e-06,"4.3","***"
"144","8st-910","8st-910","8st","phi910",23177.8691977125,0.932400169757761,0.209349695657422,4.45379281221184,8.43665164547678e-06,2.53099549364303e-05,"4.7","***"
"145","8st-910","8st-910","8st","phi910",45135.5724171598,0.605289876353525,0.142087328133987,4.25998492830227,2.04440688938022e-05,5.84116254108633e-05,"5.7","***"
"146","8st-910","8st-910","8st","phi910",79381.3851686112,0.606184243127335,0.145161977602269,4.17591612583445,2.96789167927811e-05,8.09425003439483e-05,"5.5-5.7","***"
"147","8st-910","8st-910","8st","phi910",65116.7140102183,0.520664795571989,0.128346567541726,4.05670993423893,4.97688283845793e-05,0.000129831726220642,"1.6","***"
"148","8st-910","8st-910","8st","phi910",53409.9879834773,0.575523986705036,0.149350808869789,3.85350431685179,0.000116439209490393,0.000291098023725984,"5.5","***"
"149","8st-910","8st-910","8st","phi910",34549.6001909719,0.60340756372995,0.159102216776288,3.7925779788373,0.000149091411101163,0.000357819386642792,"5.9","***"
"150","8st-910","8st-910","8st","phi910",160882.870279789,0.569755850434182,0.165602626549526,3.44050008327488,0.000580640258296524,0.00133993905760736,"1.7","**"
"151","8st-910","8st-910","8st","phi910",50002.3580547115,1.43031780193941,0.433012796514393,3.30317675009374,0.000955961127291752,0.00212435806064834,"4.5","**"
"152","8st-910","8st-910","8st","phi910",57272.9725426051,0.588114185098009,0.18241706671434,3.22400856285547,0.00126409619702861,0.00265267997654761,"2","**"
"153","8st-910","8st-910","8st","phi910",172013.305164933,0.470709229786344,0.146185251296903,3.21995020434949,0.00128212865533135,0.00265267997654761,"6","**"
"154","8st-910","8st-910","8st","phi910",303642.214475756,-0.578313984750563,0.182195723279317,-3.17413589266293,0.00150283312086786,0.00300566624173572,"7.3","**"
"155","8st-910","8st-910","8st","phi910",61276.2854775672,0.568938134337898,0.186454840151445,3.05134548331266,0.00227818272929924,0.00440938592767595,"1.8","**"
"156","8st-910","8st-910","8st","phi910",352342.942024811,-0.566340114644209,0.199932265721409,-2.83265991409992,0.00461624698001184,0.00865546308752221,"7","**"
"157","8st-910","8st-910","8st","phi910",28009.7644304593,0.360262105059654,0.141212055833375,2.55121351313481,0.0107348539010395,0.0195179161837082,"1.5","*"
"158","8st-910","8st-910","8st","phi910",213683.057837228,0.422475744906241,0.178060822948515,2.3726485024075,0.0176610619934196,0.0311665799883876,"2.5","*"
"159","8st-910","8st-910","8st","phi910",36279.3600344897,0.485508028301228,0.205652582414447,2.36081658980968,0.0182347465157386,0.0312595654555519,"6.3","*"
"160","8st-910","8st-910","8st","phi910",205666.483251439,-0.497827215544084,0.211928518667491,-2.34903362074247,0.0188222071781583,0.0313703452969305,"6.5","*"
"161","8st-910","8st-910","8st","phi910",225148.629091517,-0.455606209923959,0.197061939911789,-2.31199495005429,0.0207779616063146,0.0336939917940237,"6.7","*"
"162","8st-910evo","8st-910evo","8st","phi910",1692334.13769414,-2.24883762406148,0.235548682545487,-9.54723074550507,1.33209356961847e-21,7.99256141771083e-20,"10B","***"
"163","8st-910evo","8st-910evo","8st","phi910",1578068.54432222,-2.26134658784331,0.242514622600191,-9.32457830211485,1.11425796039938e-20,3.34277388119813e-19,"10A","***"
"164","8st-910evo","8st-910evo","8st","phi910",568115.552042353,-1.78087310700869,0.216646263579835,-8.22018841950825,2.031837051013e-16,4.06367410202601e-15,"9","***"
"165","8st-910evo","8st-910evo","8st","phi910",330420.870820378,-1.71832182738418,0.250988850625553,-6.84620780206576,7.58333028551444e-12,1.13749954282717e-10,"12","***"
"166","8st-910evo","8st-910evo","8st","phi910",95744.5727190933,-1.79274499706935,0.291906252920866,-6.14150940286762,8.17409860115597e-10,9.80891832138717e-09,"11","***"
"167","8st-910evo","8st-910evo","8st","phi910",173530.548937987,0.837988069473193,0.207392072182193,4.04059837319638,5.33149952232015e-05,0.000533149952232015,"18.5","***"
"168","8st-910evo","8st-910evo","8st","phi910",840080.564672161,-0.893683781030091,0.231089917661505,-3.86725561233327,0.000110067041451485,0.000943431783869875,"8","***"
"169","8st-910evo","8st-910evo","8st","phi910",57272.9725426051,-0.805043645945976,0.238656646153558,-3.373229528366,0.000742919948134969,0.00557189961101227,"2","**"
"170","8st-910evo","8st-910evo","8st","phi910",101316.90644541,0.690089197482511,0.207864200659166,3.31990403010303,0.000900483981096351,0.00600322654064234,"18.7","**"
"171","8st-910evo","8st-910evo","8st","phi910",26328.1947659065,0.653418274898667,0.224706641611869,2.90787254979006,0.00363896611014851,0.0218337966608911,"1.1","*"
"172","8st-910evo","8st-910evo","8st","phi910",108864.753627373,0.432454502623278,0.15858564479516,2.72694608129169,0.00639234836333567,0.0348673547091037,"1.2","*"
